DeviceID,PeripheralID,Name,MotionType,PositionScale,VelocityScale,AccelerationScale,ForceScale,IsScaleResolutionDependent,
30312,70287,X-MCC1 (rev 2/3) Controller + LSQ150D-CT3A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70288,X-MCC1 (rev 2/3) Controller + LSQ300A-CT3A,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70289,X-MCC1 (rev 2/3) Controller + LSQ300B-CT3A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70290,X-MCC1 (rev 2/3) Controller + LSQ300D-CT3A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70291,X-MCC1 (rev 2/3) Controller + LSQ450A-CT3A,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70292,X-MCC1 (rev 2/3) Controller + LSQ450B-CT3A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70293,X-MCC1 (rev 2/3) Controller + LSQ450D-CT3A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70294,X-MCC1 (rev 2/3) Controller + LSQ600A-CT3A,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70295,X-MCC1 (rev 2/3) Controller + LSQ600B-CT3A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70296,X-MCC1 (rev 2/3) Controller + LSQ600D-CT3A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70297,X-MCC1 (rev 2/3) Controller + LSQ075A-E01CT3A,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70298,X-MCC1 (rev 2/3) Controller + LSQ075B-E01CT3A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70299,X-MCC1 (rev 2/3) Controller + LSQ075D-E01CT3A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70300,X-MCC1 (rev 2/3) Controller + LSQ150A-E01CT3A,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70301,X-MCC1 (rev 2/3) Controller + LSQ150B-E01CT3A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70302,X-MCC1 (rev 2/3) Controller + LSQ150D-E01CT3A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70303,X-MCC1 (rev 2/3) Controller + LSQ300A-E01CT3A,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70304,X-MCC1 (rev 2/3) Controller + LSQ300B-E01CT3A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70305,X-MCC1 (rev 2/3) Controller + LSQ300D-E01CT3A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70306,X-MCC1 (rev 2/3) Controller + LSQ450A-E01CT3A,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70307,X-MCC1 (rev 2/3) Controller + LSQ450B-E01CT3A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70308,X-MCC1 (rev 2/3) Controller + LSQ450D-E01CT3A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70309,X-MCC1 (rev 2/3) Controller + LSQ600A-E01CT3A,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70310,X-MCC1 (rev 2/3) Controller + LSQ600B-E01CT3A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70311,X-MCC1 (rev 2/3) Controller + LSQ600D-E01CT3A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70320,X-MCC1 (rev 2/3) Controller + Luminos U (X),Linear,1666666.667,2730666.667,273.066667,1000000,1,
30312,70321,X-MCC1 (rev 2/3) Controller + Luminos U (Y),Linear,1666666.667,2730666.667,273.066667,1000000,1,
30312,70322,X-MCC1 (rev 2/3) Controller + Luminos U (Z),Linear,328083.9895,537532.8084,53.753281,1000000,1,
30312,70323,X-MCC1 (rev 2/3) Controller + Luminos U (Roll),Rotary,1308.139535,2143.255814,0.214326,1000000,1,
30312,70324,X-MCC1 (rev 2/3) Controller + Luminos U (Yaw),Rotary,654.069767,1071.627907,0.107163,1000000,1,
30312,70325,X-MCC1 (rev 2/3) Controller + Luminos U (Pitch),Rotary,654.069767,1071.627907,0.107163,1000000,1,
30312,70326,X-MCC1 (rev 2/3) Controller + LSQ300B-T3-ENG3316,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70327,X-MCC1 (rev 2/3) Controller + LRQ075AP-DE51CT10A-ENG3320,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70328,X-MCC1 (rev 2/3) Controller + LRT0360AL-E08CT3A,Linear,125984.252,206412.5984,20.64126,1000000,1,
30312,70329,X-MCC1 (rev 2/3) Controller + LRQ100BL-E01CT3A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70330,X-MCC1 (rev 2/3) Controller + RST120AK-T3A (Gimbal),Rotary,100,163.84,0.016384,1000000,1,
30312,70331,X-MCC1 (rev 2/3) Controller + RST120AK-E03T3A (Gimbal),Rotary,100,163.84,0.016384,1000000,1,
30312,70332,X-MCC1 (rev 2/3) Controller + RST120AK-E03T3A-ENG3369 (Gimbal),Rotary,100,163.84,0.016384,1000000,1,
30312,70333,X-MCC1 (rev 2/3) Controller + RST120AK-DE50T10A (Gimbal),Rotary,100,163.84,0.016384,1000000,1,
30312,70334,X-MCC1 (rev 2/3) Controller + LRT1500BL-E08CT3A-ENG3368,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70335,X-MCC1 (rev 2/3) Controller + LRT1200DL-E08CT3A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70337,X-MCC1 (rev 2/3) Controller + LRT0500BL-E08CT3A-ENG3392,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70364,X-MCC1 (rev 2/3) Controller + LRM050A-T3A-ENG3396,Linear,328083.9895,537532.8084,53.753281,1000000,1,
30312,70371,X-MCC1 (rev 2/3) Controller + BLQ1325-E01T3A,Linear,3703.703704,6068.148148,0.606815,1000000,1,
30312,70373,X-MCC1 (rev 2/3) Controller + LRT0100DL-E08CT3A-ENG3549,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70374,X-MCC1 (rev 2/3) Controller + RST120AK-DE50T10A-ENG3556 (Gimbal),Rotary,100,163.84,0.016384,1000000,1,
30312,70375,X-MCC1 (rev 2/3) Controller + LSM016A-E03T4,Linear,328083.9895,537532.8084,53.753281,1000000,1,
30312,70376,X-MCC1 (rev 2/3) Controller + LSM035A-E03T4,Linear,328083.9895,537532.8084,53.753281,1000000,1,
30312,70377,X-MCC1 (rev 2/3) Controller + LRT2000DL-E08CT3A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70378,X-MCC1 (rev 2/3) Controller + LRT0100AL-CT3-ENG3537,Linear,125984.252,206412.5984,20.64126,1000000,1,
30312,70379,X-MCC1 (rev 2/3) Controller + LSM025X-T4A-ENG2658,Linear,328083.9895,537532.8084,53.753281,1000000,1,
30312,70380,X-MCC1 (rev 2/3) Controller + LSM090B-E03T4A-ENG2516,Linear,82020.99738,134383.2021,13.43832,1000000,1,
30312,70381,X-MCC1 (rev 2/3) Controller + OWIS LIMES 170,Linear,40000,65536,6.5536,1000000,1,
30312,70382,X-MCC1 (rev 2/3) Controller + LLS464-T4A-ENG1082,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70383,X-MCC1 (rev 2/3) Controller + LSM100B-T4A-ENG3654,Linear,82020.99738,134383.2021,13.43832,1000000,1,
30312,70384,X-MCC1 (rev 2/3) Controller + LSM050A-T4A-ENG3655,Linear,328083.9895,537532.8084,53.753281,1000000,1,
30312,70385,X-MCC1 (rev 2/3) Controller + NEMA34 X8718-157-50,Rotary,0.555556,0.910222,0.000091,1000000,1,
30312,70387,X-MCC1 (rev 2/3) Controller + LRM025A-E03T4A-ENG3674,Linear,328083.9895,537532.8084,53.753281,1000000,1,
30312,70388,X-MCC1 (rev 2/3) Controller + RST120AK-DE50T10A-ENG3621 (Gimbal),Rotary,100,163.84,0.016384,1000000,1,
30312,70389,X-MCC1 (rev 2/3) Controller + LDM040C-AE54ZJ2T10A,Linear,1000000000,1638400000,163840,1000000,0,
30312,70390,X-MCC1 (rev 2/3) Controller + LDM060C-AE54ZJ1T10A,Linear,1000000000,1638400000,163840,1000000,0,
30312,70391,X-MCC1 (rev 2/3) Controller + LDA020A-AE53ZJ2T10A,Linear,1000000000,1638400000,163840,1000000,0,
30312,70392,X-MCC1 (rev 2/3) Controller + LDA025A-AE53ZJ1T10A,Linear,1000000000,1638400000,163840,1000000,0,
30312,70393,X-MCC1 (rev 2/3) Controller + RST240B-T3A,Rotary,56.666667,92.842667,0.009284,1000000,1,
30312,70394,X-MCC1 (rev 2/3) Controller + RST240B-E08T3A,Rotary,56.666667,92.842667,0.009284,1000000,1,
30312,70395,X-MCC1 (rev 2/3) Controller + RST240B-AE56T10A,Rotary,56.666667,92.842667,0.009284,1000000,1,
30312,70399,X-MCC1 (rev 2/3) Controller + NA11-T4A-ENG3775,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70400,X-MCC1 (rev 2/3) Controller + SHL55-025-M,Linear,125984.252,206412.5984,20.64126,1000000,1,
30312,70401,X-MCC1 (rev 2/3) Controller + SHL55-050-M,Linear,125984.252,206412.5984,20.64126,1000000,1,
30312,70402,X-MCC1 (rev 2/3) Controller + SHL55-100-M,Linear,125984.252,206412.5984,20.64126,1000000,1,
30312,70403,X-MCC1 (rev 2/3) Controller + SHL55-150-M,Linear,125984.252,206412.5984,20.64126,1000000,1,
30312,70404,X-MCC1 (rev 2/3) Controller + SHL55-200-M,Linear,125984.252,206412.5984,20.64126,1000000,1,
30312,70405,X-MCC1 (rev 2/3) Controller + RSB120AB-E08T3A,Rotary,2.777778,4.551111,0.000455,1000000,1,
30312,70406,X-MCC1 (rev 2/3) Controller + RSB120AT-E08T3A,Rotary,2.777778,4.551111,0.000455,1000000,1,
30312,70407,X-MCC1 (rev 2/3) Controller + RSB120AB-T3A,Rotary,2.777778,4.551111,0.000455,1000000,1,
30312,70408,X-MCC1 (rev 2/3) Controller + RSB120AT-T3A,Rotary,2.777778,4.551111,0.000455,1000000,1,
30312,70409,X-MCC1 (rev 2/3) Controller + Heidenhain MT 1271/2571 (10-fold interpolation) (Testing),Linear,20000000,32768000,3276.8,1000000,0,
30312,70410,X-MCC1 (rev 2/3) Controller + Heidenhain LS 177 (Testing),Linear,1000000,1638400,163.84,1000000,0,
30312,70411,X-MCC1 (rev 2/3) Controller + LSQ600B-E01CT3A-ENG3729,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70412,X-MCC1 (rev 2/3) Controller + LSQ450B-E01CT3A-ENG3730,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70413,X-MCC1 (rev 2/3) Controller + LSQ300B-E01T3-ENG3818,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70416,X-MCC1 (rev 2/3) Controller + RSB120AU-E04T3A-ENG3806,Rotary,2.777778,4.551111,0.000455,1000000,1,
30312,70417,X-MCC1 (rev 2/3) Controller + RSB120AD-E04T3A-ENG3806,Rotary,2.777778,4.551111,0.000455,1000000,1,
30312,70418,X-MCC1 (rev 2/3) Controller + H-K 35K4U-2.33-A02,Linear,656167.979,1075065.617,107.506562,1000000,1,
30312,70419,X-MCC1 (rev 2/3) Controller + LRT0500HL-CT4A-ENG3843,Linear,40000,65536,6.5536,1000000,1,
30312,70420,X-MCC1 (rev 2/3) Controller + LRT0750HL-CT4A-ENG3844,Linear,40000,65536,6.5536,1000000,1,
30312,70421,X-MCC1 (rev 2/3) Controller + BLQ0070-E01CT3A,Linear,3703.703704,6068.148148,0.606815,1000000,1,
30312,70422,X-MCC1 (rev 2/3) Controller + BLQ0070-E01CLT3A,Linear,3703.703704,6068.148148,0.606815,1000000,1,
30312,70423,X-MCC1 (rev 2/3) Controller + BLQ0145-E01CT3A,Linear,3703.703704,6068.148148,0.606815,1000000,1,
30312,70424,X-MCC1 (rev 2/3) Controller + BLQ0145-E01CLT3A,Linear,3703.703704,6068.148148,0.606815,1000000,1,
30312,70425,X-MCC1 (rev 2/3) Controller + BLQ0295-E01CT3A,Linear,3703.703704,6068.148148,0.606815,1000000,1,
30312,70426,X-MCC1 (rev 2/3) Controller + BLQ0295-E01CLT3A,Linear,3703.703704,6068.148148,0.606815,1000000,1,
30312,70427,X-MCC1 (rev 2/3) Controller + BLQ0445-E01CT3A,Linear,3703.703704,6068.148148,0.606815,1000000,1,
30312,70428,X-MCC1 (rev 2/3) Controller + BLQ0445-E01CLT3A,Linear,3703.703704,6068.148148,0.606815,1000000,1,
30312,70429,X-MCC1 (rev 2/3) Controller + BLQ0595-E01CT3A,Linear,3703.703704,6068.148148,0.606815,1000000,1,
30312,70430,X-MCC1 (rev 2/3) Controller + BLQ0595-E01CLT3A,Linear,3703.703704,6068.148148,0.606815,1000000,1,
30312,70431,X-MCC1 (rev 2/3) Controller + RSB060AD-E04T3A-ENG3809,Rotary,2.777778,4.551111,0.000455,1000000,1,
30312,70433,X-MCC1 (rev 2/3) Controller + LRM050A-E03T3A-ENG3864,Linear,328083.9895,537532.8084,53.753281,1000000,1,
30312,70434,X-MCC1 (rev 2/3) Controller + NMS17-T10A-ENG3872,Linear,79577.47155,130379.7294,13.037973,1000000,1,
30312,70437,X-MCC1 (rev 2/3) Controller + ASR120X-E03T3A-ENG3894 (Upper Axis),Linear,328083.9895,537532.8084,53.753281,1000000,1,
30312,70438,X-MCC1 (rev 2/3) Controller + ASR100X-E03T3A-ENG3894 (Lower Axis),Linear,328083.9895,537532.8084,53.753281,1000000,1,
30312,70439,X-MCC1 (rev 2/3) Controller + ASR120H-E03T3A-ENG3897 (Upper Axis),Linear,200000,327680,32.768,1000000,1,
30312,70440,X-MCC1 (rev 2/3) Controller + ASR100H-E03T3A-ENG3897 (Lower Axis),Linear,200000,327680,32.768,1000000,1,
30312,70441,X-MCC1 (rev 2/3) Controller + LRQ350BP-DE51CT10A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70442,X-MCC1 (rev 2/3) Controller + LRQ350BP-AE53CT10A-ENG3946,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70443,X-MCC1 (rev 2/3) Controller + LRQ300BP-AE53CT10A-ENG3947,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70444,X-MCC1 (rev 2/3) Controller + LRQ025AL-E01T3A,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70445,X-MCC1 (rev 2/3) Controller + ASR120X-E0XT3-ENG3956 (Upper Axis),Linear,328083.9895,537532.8084,53.753281,1000000,1,
30312,70446,X-MCC1 (rev 2/3) Controller + ASR100X-E0XT3-ENG3956 (Lower Axis),Linear,328083.9895,537532.8084,53.753281,1000000,1,
30312,70447,X-MCC1 (rev 2/3) Controller + NMS17-V2T4-ENG3957,Rotary,0.555556,0.910222,0.000091,1000000,1,
30312,70448,X-MCC1 (rev 2/3) Controller + LRT0750HL-E08CN2T3A,Linear,40000,65536,6.5536,1000000,1,
30312,70449,X-MCC1 (rev 2/3) Controller + ADR250B-AE53T10A-ENG3216 (Lower Axis),Linear,1000000000,1638400000,163840,1000000,0,
30312,70450,X-MCC1 (rev 2/3) Controller + ADR100B-AE53T10A-ENG3216 (Upper Axis),Linear,1000000000,1638400000,163840,1000000,0,
30312,70451,X-MCC1 (rev 2/3) Controller + FWR-E08T3A-ENG3428,Rotary,0.555556,0.910222,0.000091,1000000,1,
30312,70452,X-MCC1 (rev 2/3) Controller + LRT0750BL-E08CT3A-ENG3461,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70453,X-MCC1 (rev 2/3) Controller + LSM025A-V2T4-ENG3948,Linear,328083.9895,537532.8084,53.753281,1000000,1,
30312,70454,X-MCC1 (rev 2/3) Controller + LSM100A-V2T4-ENG3949,Linear,328083.9895,537532.8084,53.753281,1000000,1,
30312,70455,X-MCC1 (rev 2/3) Controller + LSM200A-V2T4-ENG3950,Linear,328083.9895,537532.8084,53.753281,1000000,1,
30312,70456,X-MCC1 (rev 2/3) Controller + VSR40A-V2T4-ENG3951,Linear,164041.9948,268766.4042,26.87664,1000000,1,
30312,70457,X-MCC1 (rev 2/3) Controller + RSM40B-V2T4-ENG3952,Rotary,33.333333,54.613333,0.005461,1000000,1,
30312,70458,X-MCC1 (rev 2/3) Controller + GSM40-V2T4-ENG3953,Rotary,96.106877,157.461507,0.015746,1000000,1,
30312,70459,X-MCC1 (rev 2/3) Controller + LRQ250AP-DE51CT10A,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70460,X-MCC1 (rev 2/3) Controller + LRT0500AL-AE53CT10A-ENG3974,Linear,125984.252,206412.5984,20.64126,1000000,1,
30312,70464,X-MCC1 (rev 2/3) Controller + ASR120H-E0XT3-ENG4024 (Upper Axis),Linear,200000,327680,32.768,1000000,1,
30312,70465,X-MCC1 (rev 2/3) Controller + ASR100H-E0XT3-ENG4024 (Lower Axis),Linear,200000,327680,32.768,1000000,1,
30312,70466,X-MCC1 (rev 2/3) Controller + LRT0500HL-E08CN2T3A,Linear,40000,65536,6.5536,1000000,1,
30312,70467,X-MCC1 (rev 2/3) Controller + ASR120X-E0XT10A-ENG3970 (Upper Axis),Linear,328083.9895,537532.8084,53.753281,1000000,1,
30312,70468,X-MCC1 (rev 2/3) Controller + ASR100X-E0XT10A-ENG3970 (Lower Axis),Linear,328083.9895,537532.8084,53.753281,1000000,1,
30312,70469,X-MCC1 (rev 2/3) Controller + LRT0500AL-AE53CT10A-ENG4039,Linear,125984.252,206412.5984,20.64126,1000000,1,
30312,70470,X-MCC1 (rev 2/3) Controller + LRT0100AL-AE53CT10A-ENG4040,Linear,125984.252,206412.5984,20.64126,1000000,1,
30312,70471,X-MCC1 (rev 2/3) Controller + NM34AD-E02T4A-ENG4031,Rotary,2.777778,4.551111,0.000455,1000000,1,
30312,70475,X-MCC1 (rev 2/3) Controller + LSQ405A-E01T4A,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70477,X-MCC1 (rev 2/3) Controller + LSM200A-E03N2T4A,Linear,328083.9895,537532.8084,53.753281,1000000,1,
30312,70478,X-MCC1 (rev 2/3) Controller + LSQ150A-T3A-ENG4037,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70479,X-MCC1 (rev 2/3) Controller + NMS23-BE08P1T10A,Linear,2222.222222,3640.888889,0.364089,1000000,1,
30312,70481,X-MCC1 (rev 2/3) Controller + NMS23-BE08T10A,Rotary,0.555556,0.910222,0.000091,1000000,1,
30312,70482,X-MCC1 (rev 2/3) Controller + RSB120AB-BE08T10A,Rotary,2.777778,4.551111,0.000455,1000000,1,
30312,70483,X-MCC1 (rev 2/3) Controller + RSB120AT-BE08T10A,Rotary,2.777778,4.551111,0.000455,1000000,1,
30312,70503,X-MCC1 (rev 2/3) Controller + LRT0100BL-BE08CT10A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70504,X-MCC1 (rev 2/3) Controller + LRT0250BL-BE08CT10A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70505,X-MCC1 (rev 2/3) Controller + LRT0500BL-BE08CT10A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70506,X-MCC1 (rev 2/3) Controller + LRT0750BL-BE08CT10A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70507,X-MCC1 (rev 2/3) Controller + LRT1000BL-BE08CT10A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70508,X-MCC1 (rev 2/3) Controller + LRT1500BL-BE08CT10A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70509,X-MCC1 (rev 2/3) Controller + LRT0100DL-BE08CT10A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70510,X-MCC1 (rev 2/3) Controller + LRT0250DL-BE08CT10A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70511,X-MCC1 (rev 2/3) Controller + LRT0500DL-BE08CT10A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70512,X-MCC1 (rev 2/3) Controller + LRT0750DL-BE08CT10A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70513,X-MCC1 (rev 2/3) Controller + LRT1000DL-BE08CT10A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70514,X-MCC1 (rev 2/3) Controller + LRT1500DL-BE08CT10A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70515,X-MCC1 (rev 2/3) Controller + LRT0100HL-BE08CT10A,Linear,40000,65536,6.5536,1000000,1,
30312,70516,X-MCC1 (rev 2/3) Controller + LRT0250HL-BE08CT10A,Linear,40000,65536,6.5536,1000000,1,
30312,70517,X-MCC1 (rev 2/3) Controller + LRT0500HL-BE08CT10A,Linear,40000,65536,6.5536,1000000,1,
30312,70518,X-MCC1 (rev 2/3) Controller + LRT0750HL-BE08CT10A,Linear,40000,65536,6.5536,1000000,1,
30312,70519,X-MCC1 (rev 2/3) Controller + LRT1000HL-BE08CT10A,Linear,40000,65536,6.5536,1000000,1,
30312,70520,X-MCC1 (rev 2/3) Controller + LRT0250BL-BAE53CT10A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70521,X-MCC1 (rev 2/3) Controller + LRT0500BL-BAE53CT10A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70522,X-MCC1 (rev 2/3) Controller + LRT0750BL-BAE53CT10A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70523,X-MCC1 (rev 2/3) Controller + LRT1000BL-BAE53CT10A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70524,X-MCC1 (rev 2/3) Controller + LRT0250DL-BAE53CT10A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70525,X-MCC1 (rev 2/3) Controller + LRT0500DL-BAE53CT10A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70526,X-MCC1 (rev 2/3) Controller + LRT0750DL-BAE53CT10A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70527,X-MCC1 (rev 2/3) Controller + LRT1000DL-BAE53CT10A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70528,X-MCC1 (rev 2/3) Controller + LRT0250HL-BAE53CT10A,Linear,40000,65536,6.5536,1000000,1,
30312,70529,X-MCC1 (rev 2/3) Controller + LRT0500HL-BAE53CT10A,Linear,40000,65536,6.5536,1000000,1,
30312,70530,X-MCC1 (rev 2/3) Controller + LRT0750HL-BAE53CT10A,Linear,40000,65536,6.5536,1000000,1,
30312,70531,X-MCC1 (rev 2/3) Controller + LRT1000HL-BAE53CT10A,Linear,40000,65536,6.5536,1000000,1,
30312,70532,X-MCC1 (rev 2/3) Controller + LRT0100BL-BAE53CT10A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70533,X-MCC1 (rev 2/3) Controller + LRT1500BL-BAE53CT10A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70534,X-MCC1 (rev 2/3) Controller + LRT0100DL-BAE53CT10A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70535,X-MCC1 (rev 2/3) Controller + LRT1500DL-BAE53CT10A,Linear,7874.015748,12900.7874,1.290079,1000000,1,
30312,70536,X-MCC1 (rev 2/3) Controller + LRT0100HL-BAE53CT10A,Linear,40000,65536,6.5536,1000000,1,
30312,70537,X-MCC1 (rev 2/3) Controller + ASR120H-E0XT10A-ENG4083 (Upper Axis),Linear,200000,327680,32.768,1000000,1,
30312,70538,X-MCC1 (rev 2/3) Controller + ASR100H-E0XT10A-ENG4083 (Lower Axis),Linear,200000,327680,32.768,1000000,1,
30312,70539,X-MCC1 (rev 2/3) Controller + LRQ150AL-CT3A-ENG4109,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70540,X-MCC1 (rev 2/3) Controller + NA23C60-T4A-ENG4135,Linear,78740.15748,129007.874,12.900787,1000000,1,
30312,70544,X-MCC1 (rev 2/3) Controller + LRT0750BL-E08CT10A-ENG4111,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70545,X-MCC1 (rev 2/3) Controller + LSQ300A-T3A-ENG4105,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70546,X-MCC1 (rev 2/3) Controller + LSQ075A-T3A-ENG4190,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70547,X-MCC1 (rev 2/3) Controller + LSQ300A-E01CT3A-ENG4192,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70548,X-MCC1 (rev 2/3) Controller + LRQ200AL-V1T4,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70549,X-MCC1 (rev 2/3) Controller + LRM100B-E03T0-ENG4195,Linear,82020.99738,134383.2021,13.43832,1000000,1,
30312,70550,X-MCC1 (rev 2/3) Controller + LRT0750HL-E08CT3A-ENG4212,Linear,40000,65536,6.5536,1000000,1,
30312,70552,X-MCC1 (rev 2/3) Controller + LRT0250AL-E08CT10A-ENG3929,Linear,125984.252,206412.5984,20.64126,1000000,1,
30312,70553,X-MCC1 (rev 2/3) Controller + LSM025A-T4-ENG4076,Linear,328083.9895,537532.8084,53.753281,1000000,1,
30312,70554,X-MCC1 (rev 2/3) Controller + VSR20A-T4-ENG4006,Linear,164041.9948,268766.4042,26.87664,1000000,1,
30312,70555,X-MCC1 (rev 2/3) Controller + LRM050B-E03T0-ENG4245,Linear,82020.99738,134383.2021,13.43832,1000000,1,
30312,70556,X-MCC1 (rev 2/3) Controller + LRU0250H18-E01T11A,Linear,20000,32768,3.2768,1000000,1,
30312,70557,X-MCC1 (rev 2/3) Controller + LRU0500H18-E01T11A,Linear,20000,32768,3.2768,1000000,1,
30312,70558,X-MCC1 (rev 2/3) Controller + LRU1000H18-E01T11A,Linear,20000,32768,3.2768,1000000,1,
30312,70559,X-MCC1 (rev 2/3) Controller + LRU1500H18-E01T11A,Linear,20000,32768,3.2768,1000000,1,
30312,70560,X-MCC1 (rev 2/3) Controller + LRU2000H18-E01T11A,Linear,20000,32768,3.2768,1000000,1,
30312,70561,X-MCC1 (rev 2/3) Controller + LRU0250H25-E01T11A,Linear,20000,32768,3.2768,1000000,1,
30312,70562,X-MCC1 (rev 2/3) Controller + LRU0500H25-E01T11A,Linear,20000,32768,3.2768,1000000,1,
30312,70563,X-MCC1 (rev 2/3) Controller + LRU1000H25-E01T11A,Linear,20000,32768,3.2768,1000000,1,
30312,70564,X-MCC1 (rev 2/3) Controller + LRU1500H25-E01T11A,Linear,20000,32768,3.2768,1000000,1,
30312,70565,X-MCC1 (rev 2/3) Controller + LRU2000H25-E01T11A,Linear,20000,32768,3.2768,1000000,1,
30312,70566,X-MCC1 (rev 2/3) Controller + LRQ150BP-E01T3A-ENG4221,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70567,X-MCC1 (rev 2/3) Controller + NMS34-E01T11A,Rotary,0.555556,0.910222,0.000091,1000000,1,
30312,70569,X-MCC1 (rev 2/3) Controller + Standa 8MRB240-152-59,Rotary,5.555556,9.102222,0.00091,1000000,1,
30312,70570,X-MCC1 (rev 2/3) Controller + LRQ450BL-E01N2T3A,Linear,31496.06299,51603.14961,5.160315,1000000,1,
30312,70571,X-MCC1 (rev 2/3) Controller + LRT1000AL-AE53CN2T10A,Linear,125984.252,206412.5984,20.64126,1000000,1,
30312,70572,X-MCC1 (rev 2/3) Controller + LRT1500AL-AE53CN2T10A,Linear,125984.252,206412.5984,20.64126,1000000,1,
30312,70573,X-MCC1 (rev 2/3) Controller + LSQ150A-E01T3A-ENG4273,Linear,157480.315,258015.748,25.801575,1000000,1,
30312,70574,X-MCC1 (rev 2/3) Controller + NMS17-V2E01T4-ENG4272,Rotary,0.555556,0.910222,0.000091,1000000,1,
